SUPPLIER_PART_NUMBER	MANUFACTURER_NAME	MANUFACTURER_PART_NUMBER	SHORT_DESCRIPTION	LONG_DESCRIPTION	NOTES_COMMENTS	CATEGORY_OF_PRODUCT_1	CATEGORY_OF_PRODUCT_2	CATEGORY_OF_PRODUCT_3	RESELLER_BUY_EX	RRP_EX	GOV_BUY_EX	GOV_RETAIL_EX	RESELLER_BUY_INC	RRP_INC	GOV_BUY_INC	GOV_RETAIL_INC	SERIALIZED	AVAILABILITY_M	AVAILABILITY_S	EOR_MARKER	WEIGHT	HEIGHT	WIDTH	LENGTH	TOTAL_AVAILABILITY	EAN	UPC	APN	G_Code	MOQ	MOQ_TYPE
MYE73X/A	Apple	MYE73X/A	iPhone 16 128GB Black	iPhone 16 128GB Black		Mobile Phone			1087.00	1135.45			1195.70	1249.00			NO	9	28	EOR	0.330	2.77	9.01	16.94	37	195949924071	195949924071	0195949924071	DA00008824	1	Minimum Order Quantity
MYH83X/A	Apple	MYH83X/A	Apple 85W MagSafe 2 Power Adapter (for MacBook Pro with Retina display)	Apple 85W MagSafe 2 Power Adapter (for MacBook Pro with Retina display)		Notebook Accessory - Consumer / Gaming			95.48	108.18			105.03	119.00			NO	0	3	EOR	0.570	13.39	7.39	13.15	3	195949751035	195949751035	0195949751035	DA00017445	1	Minimum Order Quantity
MYH93AM/A	Apple	MYH93AM/A	Thunderbolt 3 (USB-C) to Thunderbolt 2 Adapter	Thunderbolt 3 (USB-C) to Thunderbolt 2 Adapter		Notebook Accessory - Consumer / Gaming			60.30	68.18			66.33	75.00			NO	0	6	EOR	0.600	17.64	1.74	6.69	6	0195949884085		0195949884085	DA00009308	1	Minimum Order Quantity
MYHC3X/A	Apple	MYHC3X/A	iPad mini Wi-Fi + Cellular 512GB - Space Grey	iPad mini Wi-Fi + Cellular 512GB - Space Grey		Tablet			1355.39	1453.64			1490.93	1599.00			NO	0	4	EOR	0.640	5	14.7	20.9	4	195949757372		0195949757372	DA00011704	1	Minimum Order Quantity
MYQT3FE/A	Apple	MYQT3FE/A	240W USB-C Charge Cable (2 m)	240W USB-C Charge Cable (2 m)		Mobile Phone - Accessory			32.16	40.91			35.38	45.00			NO	76	0	EOR	0.100	3.3	6.7	6.8	76	0195949775369		0195949775369	DA00009304	1	Minimum Order Quantity
MYQW3ZA/A	Apple	MYQW3ZA/A	Apple Pencil 1st Generation	Apple Pencil 1st Generation		Smart Device & CE - Accessory			130.65	144.55			143.72	159.00			NO	0	8	EOR	0.130	2.47	5.54	22.16	8			0195949776151	DA00018224	1	Minimum Order Quantity
MYQY3FE/A	Apple	MYQY3FE/A	EarPods (USB-C)	EarPods (USB-C)		Mobile Phone - Accessory			20.50	26.36			22.55	29.00			NO	0	0	EOR	0.040	2	6.8	6.8	0	195949776236		0195949776236	DA00009287	1	Minimum Order Quantity
MYY13FE/A	Apple	MYY13FE/A	iPhone16 Silicone Case with MagSafe-Black	iPhone16 Silicone Case with MagSafe-Black		Mobile Phone - Accessory			56.28	100.80			61.91	110.88			NO	9	0	EOR	0.080	1.67	17.91	8.52	9	195949884931	195949884931	0195949884931	DA00008894	1	Minimum Order Quantity
N5050-OC-8GL	Gigabyte	GV-N5050OC-8GL1.0	GIGA N5050OC 8GL; RTX 5050 graphics card; low profile fan, 8gb memory	GIGA N5050OC 8GL; RTX 5050 graphics card; low profile fan, 8gb memory		Graphics Card			395.00	435.45			434.50	479.00			NO	95	0	EOR	0.540	32.8	43.8	54	95	4719331356736	889523052693	4719331356736	DA00021958	1	Minimum Order Quantity
N5050WF2-OC-V2-8GD	Gigabyte	GV-N5050WF2OCV2-8GD 1.0	GeForce RTX 5050 WINDFORCE OC 8G with 8GB GDDR6 128bit memory interface	GeForce RTX 5050 WINDFORCE OC 8G with 8GB GDDR6 128bit memory interface		Graphics Card			395.00	435.45			434.50	479.00			NO	21	0	EOR	0.810	4	11.6	19.9	21			0000000000001	DA00023514	1	Minimum Order Quantity
N5060-OC-8GL	Gigabyte	GV-N5060OC-8GL 1.0	GeForce RTX 5060 OC Low Profile 8G; Powered by the NVIDIA Blackwell architecture and DLSS 4 Integrated with128 bit memory interface Low Profile Design	GeForce RTX 5060 OC Low Profile 8G; Powered by the NVIDIA Blackwell architecture and DLSS 4 Integrated with128 bit memory interface Low Profile Design		Graphics Card			460.00	526.36			506.00	579.00			NO	0	0	EOR	0.570	3.6	6.9	18.2	0	4719331356422	889523050699	4719331356422	DA00020624	1	Minimum Order Quantity
N5060AERO-OC-8GD	Gigabyte	GV-N5060AERO OC-8GD 1.0	GeForce RTX 5060 AERO OC 8G; Powered by GeForce RTX 5060  Integrated with 8GB GDDR7 128bit memory interface  WINDFORCE cooling system	GeForce RTX 5060 AERO OC 8G; Powered by GeForce RTX 5060  Integrated with 8GB GDDR7 128bit memory interface  WINDFORCE cooling system		Graphics Card			495.00	590.00			544.50	649.00			NO	0	0	EOR	0.490	4	11.7	28.1	0	4719331356415	889523050682	4719331356415	DA00020621	1	Minimum Order Quantity
N5060EAGLE-MAX-OC-8GD	Gigabyte	GV-N5060EAGLEMAX OC-8GD 1.0	GeForce RTX 5060 EAGLE MAX OC 8G; 2550 MHz; 128 bit; 7680x4320	GeForce RTX 5060 EAGLE MAX OC 8G; 2550 MHz; 128 bit; 7680x4320		Graphics Card			475.00	562.73			522.50	619.00			NO	0	0	EOR	1.110	4	11.5	28.1	0	4719331356644	889523052310	4719331356644	DA00022313	1	Minimum Order Quantity
N5060EAGLE-OC-8GD	Gigabyte	GV-N5060EAGLE OC-8GD 1.0	GeForce RTX 5060 EAGLE OC 8G Powered by GeForce RTX 5060 Integrated with 8GB GDDR7 128bit memory interface  WINDFORCE cooling system 7680x4320	GeForce RTX 5060 EAGLE OC 8G Powered by GeForce RTX 5060 Integrated with 8GB GDDR7 128bit memory interface  WINDFORCE cooling system 7680x4320		Graphics Card			475.00	562.73			522.50	619.00			NO	86	0	EOR	0.150	4	12	20.8	86	4719331356439	889523050705	4719331356439	DA00020540	1	Minimum Order Quantity
N5060EAGLE-OC-ICE-8GD	Gigabyte	GV-N5060EAGLEOC ICE-8GD 1.0	GeForce RTX 5060 EAGLE OC ICE 8G;  Powered by GeForce RTX 5060  Integrated with 8GB GDDR7 128bit memory interface  WINDFORCE cooling system	GeForce RTX 5060 EAGLE OC ICE 8G;  Powered by GeForce RTX 5060  Integrated with 8GB GDDR7 128bit memory interface  WINDFORCE cooling system		Graphics Card			475.00	562.73			522.50	619.00			NO	40	0	EOR	0.740	4	12	20.8	40	4719331356446	889523050712	4719331356446	DA00020623	1	Minimum Order Quantity
N5060WF2-MAX-OC-8GD	Gigabyte	GV-N5060WF2MAX OC-8GD 1.0	RTX 5060; 8GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty	RTX 5060; 8GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty		Graphics Card			460.00	508.18			506.00	559.00			NO	0	0	EOR	0.730	32.8	43.8	54	0	4719331356699	889523052365	4719331356699	DA00021827	1	Minimum Order Quantity
N5060WF2-OC-8GD	Gigabyte	GV-N5060WF2OC-8GD 1.0	Gigabyte GeForce RTX 5060 WINDFORCE OC 8G Powered by GeForce RTX 5060 Integrated with 8GB GDDR7 128bit memory interface WINDFORCE cooling system	Gigabyte GeForce RTX 5060 WINDFORCE OC 8G Powered by GeForce RTX 5060 Integrated with 8GB GDDR7 128bit memory interface WINDFORCE cooling system		Graphics Card			460.00	526.36			506.00	579.00			NO	18	0	EOR	0.720	4	11.6	1.99	18	4719331356323	889523050156	4719331356323	DA00020541	1	Minimum Order Quantity
N506TEAGLE-MAX-OC-8GD	Gigabyte	GV-N506TEAGLEMAX OC-8GD 1.0	RTX 5060 Ti; 8GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty	RTX 5060 Ti; 8GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty		Graphics Card			565.00	635.45			621.50	699.00			NO	0	0	EOR	1.170	39.5	39	44	0	4719331356637	889523052303	4719331356637	DA00021825	1	Minimum Order Quantity
N506TEAGLE-OC-ICE-8GD	Gigabyte	GV-N506TEAGLEOC ICE-8GD 1.0	Gigabyte N506TEAGLEOC ICE-8GD graphics card with 8Gb storage; Nvidia 5060 chipset	Gigabyte N506TEAGLEOC ICE-8GD graphics card with 8Gb storage; Nvidia 5060 chipset		Graphics Card			565.00	635.45			621.50	699.00			NO	0	0	EOR	0.700	20	30	40	0	4719331356095	889523049358	4719331356095	DA00020004	1	Minimum Order Quantity
N506TWF2-MAX-OC-16GD	Gigabyte	GV-N506TWF2MAX OC-16GD	RTX 5060 Ti; 16GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty	RTX 5060 Ti; 16GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty		Graphics Card			695.00	753.64			764.50	829.00			NO	0	0	EOR	0.820	32.8	43.8	54	0	4719331356675	889523052341	4719331356675	DA00021824	1	Minimum Order Quantity
N506TWF2-MAX-OC-8GD	Gigabyte	GV-N506TWF2MAX OC-8GD 1.0	RTX 5060 Ti; 8GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty	RTX 5060 Ti; 8GB memory,Fan/Heat Sink WINDFORCE 3X, 3 yrs Warranty		Graphics Card			540.00	608.18			594.00	669.00			NO	0	0	EOR	0.780	32.8	43.8	54	0	4719331356682	889523052358	4719331356682	DA00021826	1	Minimum Order Quantity
N506TWF2-OC-8GD	Gigabyte	GV-N506TWF2OC-8GD 1.0	GeForce RTX 5060 Ti WINDFORCE OC 8G NVIDIA RTX 5060 TI/REV 1.0 PCI-E 5.0 x8/8 GB GDDR7/128 bit DP*3/HDMI	GeForce RTX 5060 Ti WINDFORCE OC 8G NVIDIA RTX 5060 TI/REV 1.0 PCI-E 5.0 x8/8 GB GDDR7/128 bit DP*3/HDMI		Graphics Card			540.00	635.45			594.00	699.00			NO	0	0	EOR	0.740	20	30	40	0	4719331356057	889523049389	4719331356057	DA00020003	1	Minimum Order Quantity
N5070AERO-OC-12GD	Gigabyte	GV-N5070AERO OC-12GD	GeForce RTX 5070 AERO OC 12G;  Powered by the NVIDIA Blackwell architecture and DLSS 4; 12GB GDDR7 192bit memory interface	GeForce RTX 5070 AERO OC 12G;  Powered by the NVIDIA Blackwell architecture and DLSS 4; 12GB GDDR7 192bit memory interface		Graphics Card			920.00	1135.45			1012.00	1249.00			NO	0	0	EOR	1.850	1	1	1	0	4719331355852	889523048511	4719331355852	DA00015080	1	Minimum Order Quantity
N5070EAGLE-OC-12GD	Gigabyte	GV-N5070EAGLE OC-12GD	GeForce RTX 5070 EAGLE OC SFF 12G; core clock 2587 MHz; 7680x4320 digital max resolution; 12 GB	GeForce RTX 5070 EAGLE OC SFF 12G; core clock 2587 MHz; 7680x4320 digital max resolution; 12 GB		Graphics Card			880.00	1090.00			968.00	1199.00			NO	0	0	EOR	1.410	1	1	1	0	4719331355760	889523048412	4719331355760	DA00015082	1	Minimum Order Quantity
N5070EAGLE-OC-ICE-12GD	Gigabyte	GV-N5070EAGLEOC ICE-12GD	GeForce RTX 5070 EAGLE OC ICE SFF 12G; core clock 2587 MHz; Digital max resolution 7680x4320; Memory Size 12 GB;CUDA Cores 6144	GeForce RTX 5070 EAGLE OC ICE SFF 12G; core clock 2587 MHz; Digital max resolution 7680x4320; Memory Size 12 GB;CUDA Cores 6144		Graphics Card			880.00	1044.55			968.00	1149.00			NO	0	0	EOR	1.400	1	1	1	0	4719331355777	889523048429	4719331355777	DA00015083	1	Minimum Order Quantity
N5070GAMING-OC-12GD	Gigabyte	GV-N5070GAMING OC-12GD	GeForce RTX 5070 GAMING OC 12G; Core Clock 2625 MHz;CUDA Cores 6144; Memory Clock 28 Gbps; Memory Size 12 GB;Digital max resolution 7680x4320	GeForce RTX 5070 GAMING OC 12G; Core Clock 2625 MHz;CUDA Cores 6144; Memory Clock 28 Gbps; Memory Size 12 GB;Digital max resolution 7680x4320		Graphics Card			920.00	1090.00			1012.00	1199.00			NO	0	0	EOR	1.900	1	1	1	0	4719331355722	889523048207	4719331355722	DA00015084	1	Minimum Order Quantity
N5070WF3-OC-12GD	Gigabyte	GV-N5070WF3OC-12GD	GeForce RTX 5070 WINDFORCE OC SFF 12G; CORE CLOCK 2542 MHz; Integrated with 12GB GDDR7 192bit memory interface	GeForce RTX 5070 WINDFORCE OC SFF 12G; CORE CLOCK 2542 MHz; Integrated with 12GB GDDR7 192bit memory interface		Graphics Card			870.00	999.09			957.00	1099.00			NO	0	0	EOR	1.130	1	1	1	0	4719331355715	889523048191	4719331355715	DA00015085	1	Minimum Order Quantity
N507TAERO-OC-16GD	Gigabyte	GV-N507TAERO OC-16GD	GeForce RTX 5070 Ti AERO OC 16G; with 16GB GDDR7 256bit memory interface WINDFORCE cooling system; RGB Lighting; Dual BIOS	GeForce RTX 5070 Ti AERO OC 16G; with 16GB GDDR7 256bit memory interface WINDFORCE cooling system; RGB Lighting; Dual BIOS		Graphics Card			1300.00	1544.55			1430.00	1699.00			NO	0	0	EOR	2.340	20	30	40	0	4719331355876	889523048542	4719331355876	DA00017200	1	Minimum Order Quantity
N507TEAGLE-OC-16GD	Gigabyte	GV-N507TEAGLE OC-16GD	GeForce RTX 5070 Ti EAGLE OC SFF 16G; with 16GB GDDR7 256bit memory interface; 28 Gbps; 7680 x 4320	GeForce RTX 5070 Ti EAGLE OC SFF 16G; with 16GB GDDR7 256bit memory interface; 28 Gbps; 7680 x 4320		Graphics Card			1450.00	1453.64			1595.00	1599.00			NO	0	0	EOR	1.590	5	12.6	30.4	0	4719331355883	889523048559	4719331355883	DA00017202	1	Minimum Order Quantity
N507TEAGLE-OC-ICE-16GD	Gigabyte	GV-N507TEAGLEOC ICE-16GD	GeForce RTX 5070 Ti EAGLE OC ICE SFF 16GB; 28 Gbps; 7680 x 4320; GDDR7; with 16GB GDDR7 256bit memory interface	GeForce RTX 5070 Ti EAGLE OC ICE SFF 16GB; 28 Gbps; 7680 x 4320; GDDR7; with 16GB GDDR7 256bit memory interface		Graphics Card			1450.00	1453.64			1595.00	1599.00			NO	0	0	EOR	1.580	5	12.6	30.4	0	4719331355869	889523048504	4719331355869	DA00017201	1	Minimum Order Quantity
N507TGAMING-OC-16GD	Gigabyte	GV-N507TGAMING OC-16GD	GeForce RTX 5070 Ti GAMING OC 16GB; GDDR7 256bit memory interface; CORE CLOCK 2588 MHz; WINDFORCE cooling system	GeForce RTX 5070 Ti GAMING OC 16GB; GDDR7 256bit memory interface; CORE CLOCK 2588 MHz; WINDFORCE cooling system		Graphics Card			1500.00	1544.55			1650.00	1699.00			NO	0	0	EOR	2.380	1	1	1	0	4719331355562	"""889523048054 """	4719331355562	DA00015077	1	Minimum Order Quantity
N507TWF3-16GD	Gigabyte	GV-N507TWF3-16GD	GeForce RTX 5070 Ti WINDFORCE SFF 16G   GV-N507TWF3-16GD  NVIDIA  RTX 5070 Ti/REV 1.0  PCI-E 5.0 x16/16 GB GDDR7/256 bit  DP*3/HDMI	GeForce RTX 5070 Ti WINDFORCE SFF 16G   GV-N507TWF3-16GD  NVIDIA  RTX 5070 Ti/REV 1.0  PCI-E 5.0 x16/16 GB GDDR7/256 bit  DP*3/HDMI		Graphics Card			1400.00	1344.55			1540.00	1479.00			NO	0	0	EOR	1.770	20	30	40	0	4719331356002	889523049259	4719331356002	DA00019407	1	Minimum Order Quantity
N507TWF3-OC-16GD	Gigabyte	GV-N507TWF3OC-16GD	GeForce RTX 5070 Ti WINDFORCE OC SFF 16GB;  GDDR7 256bit memory interface; WINDFORCE cooling system; CORE CLOCK 2497 MHz	GeForce RTX 5070 Ti WINDFORCE OC SFF 16GB;  GDDR7 256bit memory interface; WINDFORCE cooling system; CORE CLOCK 2497 MHz		Graphics Card			1420.00	1544.55			1562.00	1699.00			NO	0	0	EOR	1.580	1	1	1	0	4719331355579	889523048047	4719331355579	DA00015079	1	Minimum Order Quantity
N5080AERO-OC-16GD	Gigabyte	GV-N5080AERO OC-16GD	GeForce RTX 5080 AERO OC SFF 16GB; GDDR7 256bit memory interface; WINDFORCE cooling system; Digital max resolution 7680 x 4320; 2730 MHz	GeForce RTX 5080 AERO OC SFF 16GB; GDDR7 256bit memory interface; WINDFORCE cooling system; Digital max resolution 7680 x 4320; 2730 MHz		Graphics Card			1780.00	2180.91			1958.00	2399.00			NO	0	0	EOR	1.890	5	12.6	30.4	0	4719331355555	889523048030	4719331355555	DA00015070	1	Minimum Order Quantity
N5080AORUS-M-16GD	Gigabyte	GV-N5080AORUS M-16GD	AORUS GeForce RTX 5080 MASTER 16GB; GDDR7 256bit memory interface; WINDFORCE cooling system; CORE CLOCK 2805 MHz	AORUS GeForce RTX 5080 MASTER 16GB; GDDR7 256bit memory interface; WINDFORCE cooling system; CORE CLOCK 2805 MHz		Graphics Card			1950.00	2271.82			2145.00	2499.00			NO	0	0	EOR	2.880	7.5	15	36	0	4719331355586	889523048061	4719331355586	DA00015071	1	Minimum Order Quantity
N5080AORUSM-ICE-16GD	Gigabyte	GV-N5080AORUSM ICE-16GD 1.0	AORUS GeForce RTX 5080 MASTER ICE 16G;  Integrated with 16GB GDDR7 256bit memory interface  WINDFORCE cooling system;Core Clock 2805 MHz;7680 x 4320	AORUS GeForce RTX 5080 MASTER ICE 16G;  Integrated with 16GB GDDR7 256bit memory interface  WINDFORCE cooling system;Core Clock 2805 MHz;7680 x 4320		Graphics Card			1950.00	2271.82			2145.00	2499.00			NO	0	0	EOR	3.140	20	30	40	0	4719331355692	889523048177	4719331355692	DA00017083	1	Minimum Order Quantity
N5080GAMING-OC-16GD	Gigabyte	GV-N5080GAMING OC-16GD	GeForce RTX 5080 GAMING OC 16GB; GDDR7 256bit memory interface; WINDFORCE cooling system; CORE CLOCK 2730 MHz	GeForce RTX 5080 GAMING OC 16GB; GDDR7 256bit memory interface; WINDFORCE cooling system; CORE CLOCK 2730 MHz		Graphics Card			1780.00	2271.82			1958.00	2499.00			NO	0	0	EOR	2.580	1	1	1	0	4719331355494	889523047521	4719331355494	DA00015074	1	Minimum Order Quantity
N5080WF3-OC-16GD	Gigabyte	GV-N5080WF3OC-16GD	GeForce RTX 5080 WINDFORCE OC SFF 16G;Integrated with 16GB GDDR7 256bit memory interface;WINDFORCE cooling system	GeForce RTX 5080 WINDFORCE OC SFF 16G;Integrated with 16GB GDDR7 256bit memory interface;WINDFORCE cooling system		Graphics Card			1700.00	2090.00			1870.00	2299.00			NO	172	0	EOR	1.880	20	30	40	172	4719331355845	889523048528	4719331355845	DA00017352	1	Minimum Order Quantity
N5090AORUS-M-32GD	Gigabyte	GV-N5090AORUS M-32GD	AORUS GeForce RTX 5090 MASTER 32GB GDDR7 512bit memory interface; GDDR7 512bit memory interface; 2655 MHz;7680x4320	AORUS GeForce RTX 5090 MASTER 32GB GDDR7 512bit memory interface; GDDR7 512bit memory interface; 2655 MHz;7680x4320		Graphics Card			6100.00	5090.00			6710.00	5599.00			NO	0	0	EOR	3.550	7.5	15	36	0	4719331355807	889523048450	4719331355807	DA00015064	1	Minimum Order Quantity
N5090AORUS-M-ICE-32GD	Gigabyte	GV-N5090AORUSM ICE-32GD 1.0	AORUS GeForce RTX 5090 MASTER ICE 32G;28 Gbps 7680x4320 graphics card	AORUS GeForce RTX 5090 MASTER ICE 32G;28 Gbps 7680x4320 graphics card		Graphics Card			6100.00	6180.91			6710.00	6799.00			NO	0	0	EOR	3.960	7.5	15	36	0	4719331355906	"""889523048597 """	4719331355906	DA00017481	1	Minimum Order Quantity
N5090AORUS-ST-ICE-32GD	Gigabyte	GV-N5090AORUSST ICE-32GD 1.0	AORUS GeForce RTX 5090 STEALTH ICE 32G; NVIDIA RTX 5090/REV 1.0; PCI-E 5.0 x16/32 GB GDDR7/512 bit; DP*3/HDMI	AORUS GeForce RTX 5090 STEALTH ICE 32G; NVIDIA RTX 5090/REV 1.0; PCI-E 5.0 x16/32 GB GDDR7/512 bit; DP*3/HDMI		Graphics Card			6100.00	6362.73			6710.00	6999.00			NO	0	0	EOR	3.970	7.5	15	36	0	4719331356576	889523052228	4719331356576	DA00021390	1	Minimum Order Quantity
N5090AORUSX-W-32GD	Gigabyte	GV-N5090AORUSX W-32GD	AORUS GeForce RTX 5090 XTREME WATERFORCE 32GB; GDDR7 512bit memory interface; WATERFORCE all-in-one cooling system;; CORE CLOCK 2655 MHz	AORUS GeForce RTX 5090 XTREME WATERFORCE 32GB; GDDR7 512bit memory interface; WATERFORCE all-in-one cooling system;; CORE CLOCK 2655 MHz		Graphics Card			6200.00	5271.82			6820.00	5799.00			NO	0	0	EOR	3.220	20	30	40	0	4719331355968	889523048696	4719331355968	DA00015065	1	Minimum Order Quantity
N5090AORUSX-WB-32GD	Gigabyte	GV-N5090AORUSX WB-32GD	AORUS GeForce RTX 5090 XTREME WATERFORCE WB 32GB;GDDR7 512bit memory interface; WATERFORCE Water Block cooling system;2655 MHz;7680 x 4320	AORUS GeForce RTX 5090 XTREME WATERFORCE WB 32GB;GDDR7 512bit memory interface; WATERFORCE Water Block cooling system;2655 MHz;7680 x 4320		Graphics Card			6200.00	5180.91			6820.00	5699.00			NO	0	0	EOR	2.950	2.9	17.2	23.5	0	4719331355944	889523048672	4719331355944	DA00015066	1	Minimum Order Quantity
N5090GAMING-OC-32GD	Gigabyte	GV-N5090GAMING OC-32GD	GeForce RTX 5090 GAMING OC 32GB GDDR7 512bit memory interface; WINDFORCE cooling system; 2550 MHz;7680x4320	GeForce RTX 5090 GAMING OC 32GB GDDR7 512bit memory interface; WINDFORCE cooling system; 2550 MHz;7680x4320		Graphics Card			6000.00	5908.18			6600.00	6499.00			NO	3	0	EOR	2.760	7	15.2	34.2	3	4719331355791	889523048443	4719331355791	DA00015067	1	Minimum Order Quantity
N5090WF3-OC-32GD	Gigabyte	GV-N5090WF3OC-32GD	GeForce RTX 5090 WINDFORCE OC 32G; Integrated with 32GB GDDR7 512bit memory interface WINDFORCE cooling system	GeForce RTX 5090 WINDFORCE OC 32G; Integrated with 32GB GDDR7 512bit memory interface WINDFORCE cooling system		Graphics Card			5950.00	4726.36			6545.00	5199.00			NO	3	0	EOR	2.460	20	30	40	3	4719331355838	889523048467	4719331355838	DA00017351	1	Minimum Order Quantity
N9K01AA	HP - Print	N9K01AA	HP 65 Tri-color Original Ink Cartridge	HP 65 Tri-color Original Ink Cartridge		Print Consumable - Inkjet Cartridges			28.84	34.84			31.72	38.32			NO	571	728	EOR	0.050	3.6	11.5	10.2	1299	4573285915254	0889899101612	4573285915254	C1876	1	Minimum Order Quantity
N9K02AA	HP - Print	N9K02AA	HP 65 Black Original Ink Cartridge	HP 65 Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			26.43	31.92			29.07	35.11			NO	0	0	EOR	0.050	3.6	11.5	10.2	0	0889899101629	0889899101629	0193424495054	C1877	1	Minimum Order Quantity
N9K03AA	HP - Print	N9K03AA	HP 65XL High Yield Tri-color Original Ink Cartridge	HP 65XL High Yield Tri-color Original Ink Cartridge		Print Consumable - Inkjet Cartridges			68.58	82.83			75.44	91.11			NO	439	920	EOR	0.060	3.6	11.5	10.2	1359			0193424495061	C1878	1	Minimum Order Quantity
N9K04AA	HP - Print	N9K04AA	HP 65XL High Yield Black Original Ink Cartridge	HP 65XL High Yield Black Original Ink Cartridge		Print Consumable - Inkjet Cartridges			57.23	69.13			62.95	76.04			NO	3	626	EOR	0.050	3.6	11.5	1.02	629	0889899101643	0889899101643	0193424495078	C1879	1	Minimum Order Quantity
ND43CMB	MAXHUB	ND43CMB	"""MAXHUB CMB Series Commercial Display Screen size: 43""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"	"""MAXHUB CMB Series Commercial Display Screen size: 43""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"		Interactive Display / Commercial Display			797.65	397.00			877.42	436.70			NO	1	0	EOR	9.420	20	20	20	1			1234567891234	DA00027675	1	Minimum Order Quantity
ND50CMB	MAXHUB	ND50CMB	"""MAXHUB CMB Series Commercial Display Screen size: 50""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"	"""MAXHUB CMB Series Commercial Display Screen size: 50""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"		Interactive Display / Commercial Display			908.15	452.00			998.96	497.20			NO	5	0	EOR	11.680	20	20	20	5			1234567891326	DA00027518	1	Minimum Order Quantity
ND55CMA	MAXHUB	ND55CMA	"MAXHUB CMA Series ND55CMA 55"" 4K Commercial Display"	"MAXHUB CMA Series ND55CMA 55"" 4K Commercial Display"		Digital Whiteboard / Interactive Device			985.42	1751.85			1083.96	1927.03			NO	0	0	EOR	20.500	81.9	15.6	133.2	0			6927433604381	DA00014808	1	Minimum Order Quantity
ND55CMB	MAXHUB	ND55CMB	"""MAXHUB CMB Series Commercial Display Screen size: 55""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"	"""MAXHUB CMB Series Commercial Display Screen size: 55""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"		Interactive Display / Commercial Display			1018.66	507.00			1120.53	557.70			NO	0	0	EOR	13.000	20	20	20	0			1234567891326	DA00027519	1	Minimum Order Quantity
ND65CMA	MAXHUB	ND65CMA	MAXHUB CMA Series ND65CMA 4K Commercial Display	MAXHUB CMA Series ND65CMA 4K Commercial Display		Interactive Display / Commercial Display			1420.83	2525.92			1562.91	2778.51			NO	1	0	EOR	27.000	94.2	20.8	162.8	1			6927433604350	DA00014809	1	Minimum Order Quantity
ND65CMB	MAXHUB	ND65CMB	"""MAXHUB CMB Series Commercial Display Screen size: 65""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"	"""MAXHUB CMB Series Commercial Display Screen size: 65""""  4K Display, Anti-Glare, 500 nits brightness, 25% haze Android 14.0, 4G RAM, 32G Storage 2 x 1"		Interactive Display / Commercial Display			1434.56	714.00			1578.02	785.40			NO	5	0	EOR	23.730	20	20	20	5			1234567891326	DA00027520	1	Minimum Order Quantity
ND75CMA	MAXHUB	ND75CMA	MAXHUB CMA Series ND75CMA 4K Commercial Display	MAXHUB CMA Series ND75CMA 4K Commercial Display		Digital Whiteboard / Interactive Device			1970.83	3503.70			2167.91	3854.07			NO	4	0	EOR	35.500	109	22.5	186.3	4			6927433604404	DA00014810	1	Minimum Order Quantity
